Old_LU_bin,New_LU_bin,Cell_Count
Crop/Grass/Shrub,Crop/Grass/Shrub,1.0
Crop/Grass/Shrub,Forest,10.0
Crop/Grass/Shrub,Urban,5.0
Forest,Crop/Grass/Shrub,3.0
Forest,Forest,27.0
Forest,Urban,32.0
Urban,Forest,1.0
Urban,Urban,31.0
Water/Wetland,Urban,2.0
