Old_LU_bin,New_LU_bin,Cell_Count
Crop/Grass/Shrub,Crop/Grass/Shrub,46.0
Crop/Grass/Shrub,Forest,1.0
Crop/Grass/Shrub,Urban,16.0
Crop/Grass/Shrub,Water/Wetland,1.0
Forest,Crop/Grass/Shrub,3.0
Forest,Forest,1.0
Forest,Urban,1.0
Urban,Urban,5.0
Water/Wetland,Crop/Grass/Shrub,2.0
Water/Wetland,Urban,1.0
Water/Wetland,Water/Wetland,1.0
