Old_LU_bin,New_LU_bin,Cell_Count
Crop/Grass/Shrub,Forest,2.0
Crop/Grass/Shrub,Urban,2.0
Forest,Forest,3.0
Forest,Urban,38.0
Urban,Urban,38.0
