Old_LU_bin,New_LU_bin,Cell_Count
Crop/Grass/Shrub,Forest,1.0
Crop/Grass/Shrub,Urban,13.0
Forest,Forest,8.0
Forest,Urban,27.0
Urban,Urban,129.0
