Old_LU_bin,New_LU_bin,Cell_Count
Crop/Grass/Shrub,Crop/Grass/Shrub,11837.0
Crop/Grass/Shrub,Urban,56.0
Urban,Crop/Grass/Shrub,1.0
Urban,Urban,339.0
Water/Wetland,Water/Wetland,3.0
