Old_LU_bin,New_LU_bin,Cell_Count
Crop/Grass/Shrub,Crop/Grass/Shrub,2716.0
Crop/Grass/Shrub,Forest,23.0
Crop/Grass/Shrub,Urban,16.0
Forest,Crop/Grass/Shrub,41.0
Forest,Forest,1017.0
Forest,Urban,4.0
Urban,Urban,96.0
Water/Wetland,Water/Wetland,7.0
