Old_LU_bin,New_LU_bin,Cell_Count
Crop/Grass/Shrub,Crop/Grass/Shrub,386.0
Crop/Grass/Shrub,Forest,3.0
Crop/Grass/Shrub,Urban,23.0
Crop/Grass/Shrub,Water/Wetland,2.0
Forest,Crop/Grass/Shrub,5.0
Forest,Forest,109.0
Forest,Water/Wetland,16.0
Urban,Urban,70.0
Water/Wetland,Crop/Grass/Shrub,6.0
Water/Wetland,Forest,14.0
Water/Wetland,Urban,9.0
Water/Wetland,Water/Wetland,797.0
